traveller_id,origin_city,traveller_type,adults,children,seniors,total_party_size,pace,total_budget,budget_level,hotel_comfort,mobility_need,dietary_preference,preferred_transport,travel_month,nights,archetype,food_preference,culture_preference,nature_preference,beach_preference,wellness_preference,adventure_preference,nightlife_preference,shopping_preference,history_preference,photography_preference,wildlife_preference,spirituality_preference,split
T002596,Mumbai,couple,2,0,0,2,packed,33338,low,premium,no_restriction,no_preference,balanced,September,3,adventure_traveller,71,32,72,80,42,88,66,41,50,86,72,22,train
T002597,Hyderabad,couple,2,0,0,2,packed,139478,high,luxury,no_restriction,no_preference,lowest_cost,November,4,wellness_traveller,80,51,84,45,76,30,6,41,52,60,73,61,train
T002598,Mumbai,solo,1,0,0,1,packed,67794,medium,luxury,no_restriction,vegetarian,public_transport,February,4,senior_traveller,79,87,82,29,81,13,9,55,50,51,58,34,train
T002599,Mumbai,friends,4,0,0,4,balanced,21848,low,luxury,no_restriction,jain,lowest_cost,October,1,senior_traveller,75,81,86,50,59,3,23,35,60,67,54,63,train
T002600,Delhi,couple,2,0,0,2,easy_going,48789,high,premium,no_restriction,vegetarian,balanced,February,3,adventure_traveller,74,31,90,87,52,93,49,30,54,72,81,10,train
T002601,Kochi,family,4,3,0,7,easy_going,32831,low,budget,no_restriction,vegetarian,private_transport,October,3,balanced_traveller,56,62,54,47,66,44,69,52,67,74,56,67,train
T002602,Delhi,couple,2,0,0,2,packed,78564,low,luxury,no_restriction,vegan,lowest_cost,December,5,wellness_traveller,92,42,88,45,75,13,10,65,60,62,57,50,train
T002603,Ahmedabad,seniors,2,0,3,5,balanced,29317,medium,standard,no_restriction,no_preference,private_transport,January,1,nightlife_traveller,70,48,42,42,60,65,84,73,0,32,42,6,train
T002604,Pune,solo,1,0,0,1,balanced,18145,low,premium,no_restriction,non_vegetarian,public_transport,April,3,senior_traveller,84,77,77,46,52,22,0,57,65,62,82,51,test
T002605,Delhi,solo,1,0,0,1,packed,18583,low,budget,no_restriction,no_preference,balanced,March,6,senior_traveller,91,83,90,49,54,36,19,66,49,54,63,61,validation
T002606,Mumbai,solo,1,0,0,1,packed,18788,low,premium,no_restriction,no_preference,lowest_cost,January,2,food_traveller,86,84,39,0,93,17,14,21,25,93,62,34,train
T002607,Hyderabad,couple,2,0,0,2,balanced,8791,medium,budget,no_restriction,non_vegetarian,lowest_cost,April,1,nightlife_traveller,87,84,62,56,58,62,92,78,10,88,43,31,test
T002608,Bengaluru,family,4,2,0,6,easy_going,19717,low,premium,no_restriction,no_preference,balanced,June,1,adventure_traveller,66,48,71,80,63,82,34,20,44,82,68,0,train
T002609,Jaipur,couple,2,0,0,2,balanced,96742,medium,luxury,no_restriction,no_preference,fastest,January,4,balanced_traveller,64,63,77,51,54,62,57,40,69,76,58,41,train
T002610,Indore,solo,1,0,0,1,balanced,11173,low,premium,no_restriction,no_preference,private_transport,January,1,senior_traveller,83,90,85,42,38,28,27,72,55,60,62,38,train
T002611,Hyderabad,seniors,1,0,4,5,balanced,37539,medium,budget,no_restriction,no_preference,lowest_cost,October,2,beach_traveller,43,0,87,80,61,56,56,58,17,79,44,52,test
T002612,Indore,solo,1,0,0,1,packed,21695,low,standard,no_restriction,non_vegetarian,balanced,October,6,culture_traveller,51,77,58,43,65,5,4,49,80,88,56,69,validation
T002613,Nagpur,couple,2,0,0,2,balanced,13210,medium,standard,no_restriction,non_vegetarian,lowest_cost,December,1,balanced_traveller,56,70,46,67,53,36,44,61,59,62,52,59,validation
T002614,Pune,couple,2,0,0,2,easy_going,12028,medium,budget,no_restriction,non_vegetarian,public_transport,February,1,culture_traveller,18,43,9,14,92,56,90,64,35,81,57,52,train
T002615,Bengaluru,couple,2,0,0,2,easy_going,38751,medium,standard,no_restriction,no_preference,balanced,December,5,culture_traveller,34,82,63,51,55,36,38,60,81,87,52,90,train
T002616,Chennai,seniors,2,0,1,3,easy_going,21588,medium,standard,no_restriction,no_preference,balanced,March,1,culture_traveller,77,88,47,68,50,21,0,66,76,80,40,83,test
T002617,Ahmedabad,couple,2,0,0,2,packed,40790,high,standard,no_restriction,vegetarian,private_transport,December,3,culture_traveller,78,66,42,60,95,56,42,45,18,90,55,39,train
T002618,Bengaluru,couple,2,0,0,2,balanced,41185,medium,premium,no_restriction,non_vegetarian,public_transport,September,3,wellness_traveller,26,57,11,41,82,89,18,94,46,15,75,8,train
T002619,Chennai,couple,2,0,0,2,packed,34229,low,standard,no_restriction,no_preference,lowest_cost,November,5,culture_traveller,65,82,46,74,52,27,2,66,68,97,65,80,train
T002620,Ahmedabad,couple,2,0,0,2,balanced,62716,medium,standard,no_restriction,non_vegetarian,fastest,February,7,food_traveller,82,71,44,74,48,14,47,85,60,80,13,63,train
T002621,Bengaluru,couple,2,0,0,2,balanced,23804,medium,budget,no_restriction,vegan,balanced,October,3,wellness_traveller,89,50,98,46,81,28,18,94,41,76,29,22,train
T002622,Chennai,family,3,1,0,4,balanced,28654,low,premium,no_restriction,vegetarian,private_transport,March,2,family_traveller,92,81,78,65,43,76,50,53,66,48,43,70,validation
T002623,Indore,friends,4,0,0,4,balanced,22777,medium,budget,no_restriction,vegetarian,public_transport,December,1,food_traveller,77,88,55,65,50,17,63,65,73,56,0,59,train
T002624,Kolkata,couple,2,0,0,2,balanced,103542,medium,luxury,no_restriction,vegetarian,lowest_cost,April,4,balanced_traveller,42,22,67,59,50,16,51,60,44,58,49,42,train
T002625,Kolkata,family,3,3,0,6,balanced,55411,medium,standard,no_restriction,vegan,lowest_cost,January,2,balanced_traveller,67,74,48,57,57,83,72,44,49,51,47,53,train
T002626,Bengaluru,couple,2,0,0,2,easy_going,25521,medium,budget,no_restriction,non_vegetarian,private_transport,December,4,wellness_traveller,75,39,94,67,85,12,14,46,64,58,65,62,train
T002627,Bengaluru,friends,7,0,0,7,balanced,182584,high,luxury,no_restriction,no_preference,public_transport,October,3,beach_traveller,50,97,3,58,19,7,62,37,74,36,10,73,train
T002628,Pune,seniors,1,0,2,3,packed,129796,low,luxury,no_restriction,no_preference,lowest_cost,February,7,family_traveller,89,77,78,49,36,56,66,51,42,68,73,51,train
T002629,Chennai,family,2,2,0,4,easy_going,48480,medium,budget,no_restriction,no_preference,balanced,February,5,food_traveller,53,74,67,80,77,51,26,82,43,13,89,20,train
T002630,Kolkata,family,3,1,0,4,packed,120030,high,premium,no_restriction,vegetarian,lowest_cost,March,4,adventure_traveller,49,21,88,11,7,56,20,85,17,47,75,5,validation
T002631,Hyderabad,couple,2,0,0,2,balanced,21641,low,budget,no_restriction,no_preference,fastest,November,4,beach_traveller,95,10,65,9,79,36,32,2,96,48,14,12,train
T002632,Kolkata,family,2,4,1,7,packed,51550,low,standard,no_restriction,vegetarian,balanced,March,4,family_traveller,84,81,74,66,69,68,65,47,45,67,42,48,train
T002633,Jaipur,seniors,0,0,4,4,easy_going,71688,medium,premium,no_restriction,no_preference,lowest_cost,November,5,beach_traveller,59,26,83,81,56,60,43,52,46,85,71,24,train
T002634,Nagpur,couple,2,0,0,2,balanced,36214,medium,standard,no_restriction,vegetarian,lowest_cost,January,4,balanced_traveller,58,58,50,67,80,43,57,49,63,62,58,49,train
T002635,Jaipur,family,4,2,1,7,balanced,110767,medium,premium,no_restriction,non_vegetarian,balanced,January,6,adventure_traveller,53,78,61,4,64,71,7,38,29,74,36,20,test
T002636,Indore,couple,2,0,0,2,packed,79760,high,premium,no_restriction,vegetarian,private_transport,September,4,culture_traveller,89,8,17,53,79,93,11,1,69,27,13,0,train
T002637,Kochi,couple,2,0,0,2,balanced,16842,low,standard,no_restriction,no_preference,fastest,January,2,balanced_traveller,49,58,57,44,73,47,74,40,39,52,61,61,train
T002638,Chennai,family,4,3,0,7,easy_going,49125,medium,budget,no_restriction,no_preference,lowest_cost,August,2,senior_traveller,74,63,78,45,38,19,4,61,42,92,69,48,train
T002639,Hyderabad,couple,2,0,0,2,balanced,43088,medium,standard,no_restriction,no_preference,lowest_cost,January,7,adventure_traveller,61,62,75,87,40,63,54,8,42,86,59,41,test
T002640,Nagpur,family,2,2,0,4,easy_going,40153,medium,standard,no_restriction,no_preference,lowest_cost,February,2,family_traveller,15,93,92,6,52,68,0,1,6,70,94,6,validation
T002641,Jaipur,friends,3,0,0,3,packed,74578,medium,premium,no_restriction,no_preference,lowest_cost,January,4,wellness_traveller,85,54,77,73,95,25,21,50,56,42,68,55,validation
T002642,Hyderabad,solo,1,0,0,1,easy_going,7127,low,budget,no_restriction,no_preference,balanced,January,3,balanced_traveller,43,51,79,85,71,64,33,89,61,43,89,55,train
T002643,Hyderabad,couple,2,0,0,2,easy_going,162400,medium,premium,no_restriction,vegetarian,lowest_cost,November,11,beach_traveller,66,13,44,80,5,27,62,17,51,69,94,97,train
T002644,Delhi,solo,1,0,0,1,easy_going,24275,medium,budget,no_restriction,vegetarian,balanced,January,9,beach_traveller,36,7,83,80,64,80,42,84,44,68,42,14,validation
T002645,Ahmedabad,family,4,1,0,5,balanced,48136,high,budget,no_restriction,vegetarian,lowest_cost,December,1,adventure_traveller,39,64,81,84,66,77,70,45,53,77,72,32,train
T002646,Kolkata,couple,2,0,0,2,easy_going,24830,medium,standard,no_restriction,no_preference,fastest,February,2,culture_traveller,61,80,42,55,61,13,13,57,87,85,71,81,train
T002647,Kochi,family,2,3,0,5,easy_going,133033,medium,premium,no_restriction,no_preference,private_transport,December,8,family_traveller,89,86,88,62,71,39,39,56,58,44,63,41,train
T002648,Indore,couple,2,0,0,2,easy_going,23734,medium,budget,no_restriction,non_vegetarian,balanced,October,3,culture_traveller,35,92,49,50,66,23,14,46,69,64,74,80,validation
T002649,Kolkata,family,4,1,0,5,packed,259571,high,premium,no_restriction,vegetarian,balanced,January,8,wellness_traveller,77,68,92,57,85,17,16,72,46,66,51,46,train
T002650,Kochi,solo,1,0,0,1,easy_going,16804,medium,standard,no_restriction,no_preference,lowest_cost,May,2,senior_traveller,76,82,80,59,47,15,27,29,62,31,57,63,validation
T002651,Chennai,couple,2,0,0,2,balanced,48178,low,budget,no_restriction,no_preference,lowest_cost,October,12,food_traveller,79,84,56,63,66,32,34,77,68,48,24,46,train
T002652,Mumbai,family,2,3,0,5,balanced,81430,high,standard,no_restriction,no_preference,lowest_cost,October,5,balanced_traveller,44,43,57,74,71,54,53,63,56,57,55,64,train
T002653,Bengaluru,couple,2,0,0,2,easy_going,21465,high,budget,no_restriction,no_preference,balanced,June,2,culture_traveller,69,86,70,53,60,11,12,60,82,85,58,79,train
T002654,Kochi,couple,2,0,0,2,balanced,59309,medium,luxury,no_restriction,no_preference,fastest,July,3,wellness_traveller,76,66,85,36,61,13,4,60,52,62,62,44,test
T002655,Ahmedabad,friends,7,0,0,7,easy_going,41087,medium,standard,no_restriction,no_preference,lowest_cost,November,2,food_traveller,76,89,67,45,61,27,77,80,57,64,36,61,train
T002656,Jaipur,solo,1,0,0,1,easy_going,25166,low,premium,no_restriction,non_vegetarian,balanced,December,4,adventure_traveller,61,79,67,89,45,81,57,19,46,71,34,17,train
T002657,Indore,seniors,1,0,1,2,balanced,39940,low,premium,no_restriction,vegetarian,private_transport,June,5,food_traveller,77,90,42,55,55,55,39,70,50,49,20,51,test
T002658,Indore,friends,5,0,0,5,packed,300424,high,luxury,no_restriction,no_preference,public_transport,July,10,wellness_traveller,65,56,81,68,77,12,22,64,59,67,65,51,validation
T002659,Chennai,couple,2,0,0,2,balanced,123224,high,premium,no_restriction,no_preference,balanced,March,6,nightlife_traveller,92,54,56,73,52,50,80,96,30,63,63,6,test
T002660,Jaipur,seniors,2,0,3,5,packed,44254,low,premium,reduced_walking,no_preference,fastest,October,4,wellness_traveller,86,93,87,42,92,29,19,45,55,72,64,74,train
T002661,Ahmedabad,friends,6,0,0,6,packed,67445,low,premium,no_restriction,no_preference,balanced,February,4,food_traveller,83,76,70,58,41,18,46,81,71,56,12,63,train
T002662,Indore,couple,2,0,0,2,balanced,186681,high,luxury,no_restriction,vegan,public_transport,November,5,culture_traveller,64,68,87,72,67,42,7,64,2,65,7,5,train
T002663,Chennai,couple,2,0,0,2,balanced,75308,medium,luxury,no_restriction,vegetarian,fastest,December,3,adventure_traveller,85,61,81,70,61,81,33,6,68,92,58,34,test
T002664,Nagpur,friends,3,0,0,3,easy_going,47003,high,standard,no_restriction,non_vegetarian,balanced,September,3,beach_traveller,58,19,76,71,58,53,60,31,14,89,38,45,validation
T002665,Jaipur,couple,2,0,0,2,balanced,56927,high,budget,no_restriction,vegetarian,balanced,March,8,culture_traveller,58,71,74,59,53,29,14,39,82,87,54,80,train
T002666,Jaipur,friends,5,0,0,5,balanced,81037,medium,luxury,no_restriction,no_preference,lowest_cost,March,2,nightlife_traveller,6,0,14,11,10,40,72,45,55,33,65,33,train
T002667,Ahmedabad,friends,8,0,0,8,easy_going,53797,low,budget,no_restriction,no_preference,lowest_cost,October,5,food_traveller,88,27,83,40,34,17,97,6,52,71,41,29,test
T002668,Indore,friends,5,0,0,5,balanced,65112,high,budget,no_restriction,no_preference,balanced,July,2,balanced_traveller,40,50,55,41,61,74,60,67,76,64,28,59,train
T002669,Nagpur,friends,6,0,0,6,balanced,76915,high,luxury,no_restriction,vegetarian,lowest_cost,March,1,family_traveller,77,75,68,44,56,52,69,49,56,50,68,39,validation
T002670,Bengaluru,friends,4,0,0,4,easy_going,28684,low,standard,no_restriction,no_preference,lowest_cost,February,4,food_traveller,84,79,61,65,55,18,75,87,61,52,28,61,train
T002671,Kolkata,solo,1,0,0,1,easy_going,22831,medium,luxury,no_restriction,no_preference,lowest_cost,October,1,culture_traveller,66,77,60,63,44,20,17,56,69,70,71,88,train
T002672,Mumbai,seniors,0,0,3,3,packed,66049,medium,luxury,no_restriction,no_preference,balanced,February,2,senior_traveller,79,71,89,71,86,32,11,50,32,47,41,64,test
T002673,Ahmedabad,couple,2,0,0,2,balanced,61183,medium,standard,no_restriction,vegetarian,lowest_cost,November,7,adventure_traveller,26,69,88,73,70,89,50,0,54,90,46,34,train
T002674,Ahmedabad,solo,1,0,0,1,balanced,35146,low,premium,no_restriction,vegetarian,fastest,March,6,adventure_traveller,58,63,78,86,61,86,67,0,52,80,54,8,train
T002675,Pune,solo,1,0,0,1,packed,28571,low,premium,no_restriction,vegetarian,public_transport,January,3,balanced_traveller,65,59,60,72,60,36,56,67,56,45,56,67,train
T002676,Mumbai,couple,2,0,0,2,packed,53234,high,premium,no_restriction,no_preference,lowest_cost,November,3,food_traveller,82,82,69,44,58,24,38,83,60,55,3,56,validation
T002677,Kolkata,seniors,0,0,3,3,balanced,25487,medium,standard,no_restriction,vegetarian,lowest_cost,September,2,wellness_traveller,86,80,83,53,88,36,12,67,54,45,48,42,train
T002678,Kolkata,friends,5,0,0,5,easy_going,51096,medium,premium,no_restriction,jain,balanced,January,2,culture_traveller,66,87,50,73,39,33,18,44,80,97,87,75,validation
T002679,Bengaluru,family,3,3,1,7,balanced,42253,medium,standard,no_restriction,vegetarian,lowest_cost,January,1,family_traveller,81,85,77,57,69,58,72,46,61,63,60,53,train
T002680,Jaipur,couple,2,0,0,2,balanced,37499,high,standard,no_restriction,vegetarian,lowest_cost,February,3,wellness_traveller,71,58,82,61,79,1,14,50,56,71,39,68,train
T002681,Jaipur,solo,1,0,0,1,easy_going,20738,medium,standard,no_restriction,no_preference,fastest,January,3,family_traveller,96,86,84,66,52,60,45,29,56,75,77,54,validation
T002682,Nagpur,solo,1,0,0,1,easy_going,62889,medium,premium,no_restriction,vegetarian,public_transport,January,5,wellness_traveller,74,68,100,55,93,33,18,63,41,58,53,73,train
T002683,Jaipur,couple,2,0,0,2,balanced,61536,high,standard,no_restriction,no_preference,lowest_cost,August,5,balanced_traveller,66,64,57,61,36,63,61,62,62,68,55,57,train
T002684,Hyderabad,seniors,1,0,3,4,packed,40869,medium,standard,no_restriction,no_preference,balanced,December,3,adventure_traveller,57,48,81,76,70,100,65,22,50,90,47,24,train
T002685,Pune,seniors,2,0,3,5,balanced,60251,medium,premium,no_restriction,non_vegetarian,balanced,February,3,family_traveller,90,82,84,55,44,39,44,73,60,63,66,54,test
T002686,Kochi,friends,5,0,0,5,balanced,101871,high,standard,no_restriction,non_vegetarian,balanced,December,4,balanced_traveller,54,57,52,38,61,50,59,45,71,65,52,60,train
T002687,Chennai,seniors,2,0,4,6,balanced,56917,medium,standard,wheelchair_friendly_preference,no_preference,lowest_cost,January,2,senior_traveller,77,80,84,61,49,0,0,56,59,54,57,76,test
T002688,Mumbai,couple,2,0,0,2,balanced,18102,low,standard,no_restriction,non_vegetarian,balanced,December,4,wellness_traveller,68,60,80,40,80,19,4,65,48,52,74,49,train
T002689,Pune,couple,2,0,0,2,balanced,27820,low,premium,no_restriction,no_preference,fastest,December,3,food_traveller,84,82,53,62,63,27,64,64,67,45,34,40,train
T002690,Jaipur,friends,7,0,0,7,easy_going,74505,low,premium,no_restriction,no_preference,lowest_cost,December,4,senior_traveller,30,30,25,43,41,39,43,31,98,57,46,23,train
T002691,Hyderabad,seniors,2,0,1,3,balanced,47941,high,budget,no_restriction,vegetarian,lowest_cost,October,3,senior_traveller,91,89,74,52,54,42,32,54,64,46,40,56,train
T002692,Chennai,family,2,2,0,4,easy_going,43664,medium,premium,no_restriction,vegan,lowest_cost,March,3,nightlife_traveller,75,65,49,54,71,63,82,81,17,68,60,16,train
T002693,Jaipur,solo,1,0,0,1,balanced,106960,low,luxury,no_restriction,vegan,private_transport,November,8,culture_traveller,55,87,49,38,65,15,53,68,73,87,56,86,train
T002694,Indore,friends,5,0,0,5,easy_going,59027,high,budget,no_restriction,vegetarian,fastest,October,3,culture_traveller,33,88,59,50,41,25,36,46,84,99,68,82,train
T002695,Mumbai,friends,5,0,0,5,packed,94974,high,premium,no_restriction,non_vegetarian,public_transport,November,4,adventure_traveller,51,68,97,91,61,82,50,22,64,83,57,20,test
T002696,Chennai,friends,5,0,0,5,easy_going,32032,medium,standard,no_restriction,no_preference,lowest_cost,May,1,culture_traveller,40,81,77,61,71,0,10,50,95,83,57,84,test
T002697,Nagpur,friends,5,0,0,5,balanced,105293,high,standard,no_restriction,vegan,fastest,December,7,food_traveller,88,91,49,36,81,14,57,91,54,44,48,51,train
T002698,Jaipur,solo,1,0,0,1,balanced,16717,medium,standard,no_restriction,vegetarian,private_transport,August,2,family_traveller,78,79,83,40,53,49,41,43,57,70,57,45,test
T002699,Nagpur,family,4,2,0,6,packed,33002,medium,budget,no_restriction,non_vegetarian,public_transport,December,2,nightlife_traveller,81,48,58,55,52,65,83,93,10,53,37,8,train
T002700,Mumbai,family,5,3,0,8,packed,60450,low,standard,no_restriction,no_preference,private_transport,December,6,nightlife_traveller,82,51,38,53,47,53,83,65,35,94,47,14,train
T002701,Kochi,seniors,1,0,2,3,packed,69605,high,budget,no_restriction,vegetarian,private_transport,February,6,senior_traveller,76,76,73,57,65,0,15,44,68,51,71,49,validation
T002702,Chennai,couple,2,0,0,2,balanced,49156,medium,premium,no_restriction,vegetarian,fastest,February,3,culture_traveller,0,34,70,73,0,68,75,23,15,70,56,39,train
T002703,Ahmedabad,couple,2,0,0,2,easy_going,34561,high,budget,no_restriction,non_vegetarian,balanced,February,3,culture_traveller,79,69,60,56,58,28,10,51,88,81,46,88,train
T002704,Kochi,family,3,2,0,5,balanced,47014,medium,standard,no_restriction,non_vegetarian,public_transport,January,3,family_traveller,82,74,81,66,58,49,70,61,48,58,32,60,train
T002705,Bengaluru,solo,1,0,0,1,balanced,80042,low,luxury,no_restriction,vegetarian,private_transport,February,5,senior_traveller,87,98,90,56,75,33,30,50,55,64,83,74,train
T002706,Ahmedabad,couple,2,0,0,2,balanced,30371,medium,budget,no_restriction,no_preference,public_transport,February,4,culture_traveller,42,95,59,71,55,26,3,45,74,68,70,82,train
T002707,Indore,couple,2,0,0,2,balanced,29199,medium,standard,no_restriction,vegetarian,lowest_cost,January,3,culture_traveller,40,75,48,63,49,22,18,57,89,83,54,85,test
T002708,Chennai,couple,2,0,0,2,balanced,13242,low,budget,no_restriction,no_preference,fastest,November,2,food_traveller,82,76,83,45,61,9,58,85,54,42,15,70,train
T002709,Jaipur,couple,2,0,0,2,packed,30422,medium,budget,no_restriction,no_preference,private_transport,December,5,beach_traveller,61,24,93,80,68,28,55,53,13,87,55,17,validation
T002710,Indore,friends,3,0,0,3,easy_going,37204,medium,standard,no_restriction,non_vegetarian,balanced,January,4,food_traveller,70,73,64,64,40,34,52,71,50,40,10,51,train
T002711,Chennai,family,3,1,1,5,balanced,47461,high,budget,no_restriction,vegetarian,fastest,April,2,family_traveller,41,81,32,62,84,55,92,30,50,54,17,49,train
T002712,Mumbai,family,3,2,0,5,easy_going,82507,medium,luxury,no_restriction,no_preference,lowest_cost,January,2,family_traveller,81,80,87,65,70,76,69,60,59,64,32,55,train
T002713,Mumbai,family,3,1,0,4,balanced,63918,medium,luxury,no_restriction,vegetarian,lowest_cost,October,2,family_traveller,78,92,89,56,67,56,45,58,80,69,61,46,train
T002714,Delhi,family,5,4,0,9,easy_going,57277,medium,premium,no_restriction,non_vegetarian,fastest,November,2,wellness_traveller,82,62,91,42,91,27,41,73,58,48,64,43,train
T002715,Hyderabad,solo,1,0,0,1,easy_going,15314,medium,standard,no_restriction,no_preference,fastest,December,3,beach_traveller,60,24,78,91,51,77,77,50,16,76,40,23,train
T002716,Indore,friends,7,0,0,7,balanced,42806,low,budget,no_restriction,vegetarian,fastest,January,3,adventure_traveller,52,43,86,86,71,95,55,10,62,78,49,19,train
T002717,Pune,family,5,3,0,8,packed,210404,medium,premium,no_restriction,no_preference,balanced,December,8,family_traveller,88,80,91,53,64,38,45,54,52,86,69,68,test
T002718,Kolkata,friends,6,0,0,6,easy_going,72337,medium,budget,no_restriction,no_preference,balanced,December,4,food_traveller,70,85,62,61,44,25,60,77,66,73,10,62,train
T002719,Kochi,family,2,2,0,4,packed,82087,high,standard,no_restriction,non_vegetarian,fastest,November,4,family_traveller,79,74,83,73,54,50,61,31,67,69,57,51,train
T002720,Delhi,couple,2,0,0,2,easy_going,79915,medium,luxury,no_restriction,no_preference,balanced,November,3,family_traveller,64,70,87,39,75,56,62,68,15,73,9,97,train
T002721,Kolkata,family,3,3,0,6,balanced,61966,low,premium,no_restriction,no_preference,lowest_cost,July,3,beach_traveller,41,19,91,79,58,32,46,65,33,83,64,14,test
T002722,Hyderabad,solo,1,0,0,1,packed,64368,high,standard,no_restriction,jain,private_transport,October,6,senior_traveller,64,73,98,62,26,13,17,63,56,36,49,46,train
T002723,Hyderabad,couple,2,0,0,2,easy_going,35975,high,budget,no_restriction,vegetarian,balanced,February,3,culture_traveller,17,44,31,24,14,75,81,49,82,91,15,83,train
T002724,Kochi,couple,2,0,0,2,balanced,39310,high,budget,no_restriction,no_preference,balanced,February,5,balanced_traveller,55,25,43,63,40,45,51,52,65,59,49,36,train
T002725,Bengaluru,couple,2,0,0,2,balanced,40964,low,luxury,no_restriction,vegetarian,balanced,November,2,culture_traveller,68,77,55,74,91,26,0,53,95,80,66,88,train
T002726,Chennai,solo,1,0,0,1,balanced,44562,low,premium,no_restriction,vegan,balanced,February,5,beach_traveller,73,11,86,76,69,62,51,42,19,85,72,28,train
T002727,Kochi,friends,8,0,0,8,balanced,81424,high,premium,no_restriction,vegetarian,lowest_cost,November,1,senior_traveller,80,79,90,45,60,39,22,63,40,66,61,55,train
T002728,Kolkata,family,3,4,0,7,balanced,97069,medium,standard,no_restriction,no_preference,balanced,December,7,nightlife_traveller,80,52,65,43,47,55,82,82,17,47,63,35,train
T002729,Ahmedabad,friends,3,0,0,3,balanced,42313,high,premium,no_restriction,no_preference,fastest,February,2,family_traveller,69,78,76,63,59,49,51,80,47,54,63,57,train
T002730,Delhi,couple,2,0,0,2,balanced,45307,high,premium,no_restriction,non_vegetarian,lowest_cost,January,3,senior_traveller,88,85,81,51,46,12,28,53,31,42,47,53,train
T002731,Nagpur,couple,2,0,0,2,balanced,9032,low,budget,no_restriction,vegetarian,fastest,July,2,balanced_traveller,72,53,54,59,57,79,63,48,39,75,52,60,train
T002732,Kolkata,couple,2,0,0,2,balanced,13850,low,standard,no_restriction,non_vegetarian,private_transport,March,2,beach_traveller,73,9,39,64,70,7,88,8,51,82,45,99,train
T002733,Bengaluru,seniors,0,0,3,3,easy_going,97391,high,standard,no_restriction,non_vegetarian,private_transport,November,8,beach_traveller,42,5,82,86,67,47,56,47,6,85,56,25,validation
T002734,Mumbai,family,4,4,0,8,balanced,163399,high,premium,no_restriction,no_preference,private_transport,September,4,nightlife_traveller,75,49,61,49,83,54,87,69,11,55,68,6,train
T002735,Kolkata,solo,1,0,0,1,packed,32982,low,luxury,no_restriction,vegan,balanced,November,2,adventure_traveller,65,37,78,81,64,77,63,7,59,79,52,51,train
T002736,Jaipur,family,4,1,0,5,balanced,17656,low,budget,no_restriction,vegetarian,balanced,February,2,family_traveller,84,86,75,58,44,55,73,54,46,61,67,47,train
T002737,Hyderabad,solo,1,0,0,1,easy_going,70413,high,premium,no_restriction,vegetarian,lowest_cost,December,5,culture_traveller,36,90,55,93,68,37,7,55,88,81,57,83,validation
T002738,Indore,solo,1,0,0,1,easy_going,27314,high,budget,no_restriction,no_preference,lowest_cost,October,4,senior_traveller,80,86,72,53,71,21,16,63,60,82,57,64,train
T002739,Mumbai,seniors,0,0,1,1,balanced,55560,high,premium,wheelchair_friendly_preference,no_preference,fastest,December,3,senior_traveller,100,68,85,56,47,25,7,44,43,57,49,46,test
T002740,Nagpur,couple,2,0,0,2,balanced,29094,low,premium,no_restriction,no_preference,fastest,October,3,nightlife_traveller,50,8,55,81,16,39,54,20,3,0,25,30,validation
T002741,Delhi,couple,2,0,0,2,balanced,27983,medium,luxury,no_restriction,no_preference,private_transport,November,1,family_traveller,86,80,73,55,62,69,51,51,55,78,73,63,train
T002742,Pune,solo,1,0,0,1,packed,17339,medium,standard,no_restriction,no_preference,balanced,December,3,food_traveller,75,86,47,66,56,10,40,76,44,35,29,70,test
T002743,Pune,solo,1,0,0,1,balanced,16938,low,standard,no_restriction,vegan,balanced,January,3,balanced_traveller,47,39,67,69,69,54,48,42,46,38,51,76,train
T002744,Ahmedabad,couple,2,0,0,2,balanced,48133,medium,premium,no_restriction,non_vegetarian,fastest,October,3,wellness_traveller,78,51,93,58,100,14,39,78,56,62,67,50,train
T002745,Mumbai,couple,2,0,0,2,balanced,18342,low,budget,no_restriction,no_preference,fastest,January,5,wellness_traveller,76,45,73,45,89,33,2,65,42,66,58,50,train
T002746,Mumbai,friends,7,0,0,7,balanced,212284,medium,luxury,no_restriction,jain,fastest,August,6,family_traveller,76,82,81,38,61,52,73,71,59,70,64,56,test
T002747,Kochi,seniors,2,0,3,5,balanced,28900,low,standard,no_restriction,no_preference,balanced,December,3,beach_traveller,49,43,85,80,55,34,53,71,14,80,60,5,test
T002748,Pune,solo,1,0,0,1,balanced,25131,high,standard,no_restriction,no_preference,private_transport,November,2,food_traveller,85,77,34,55,69,24,39,76,51,54,12,35,train
T002749,Kolkata,solo,1,0,0,1,packed,10334,medium,budget,no_restriction,non_vegetarian,balanced,April,3,culture_traveller,43,84,75,60,46,32,12,62,75,71,47,60,test
T002750,Ahmedabad,friends,8,0,0,8,balanced,38992,low,budget,no_restriction,no_preference,balanced,January,2,balanced_traveller,41,57,44,41,81,58,68,50,44,19,53,37,validation
T002751,Pune,solo,1,0,0,1,balanced,61243,medium,luxury,no_restriction,no_preference,lowest_cost,February,3,wellness_traveller,74,55,71,63,80,19,15,63,65,66,45,60,train
T002752,Nagpur,family,4,4,0,8,balanced,98985,high,standard,reduced_walking,vegetarian,private_transport,November,2,family_traveller,81,74,75,55,68,52,47,29,46,48,60,61,test
